"","company_name","status_label","year","current_assets","cogs","dep_amort","EBITDA","inventory","net_income","receivables","mkt_value","net_sales","total_assets","long_term_debt","EBIT","gross_profit","current_liabilities","ret_earnings","total_revenue","total_liab","total_op_exp","lag_total_assets","lag_total_revenue","working_capital","Altman_z","operating_income","ROA","current_ratio"
"2159","C_4449","alive",2005,39.758,17.711,3.234,3.955,1.753,0.761,19.456,184.7825,66.098,115.405,0,0.721,48.387,30.056,-78.022,66.098,42.121,62.143,96.727,47.812,9.702,2.37991521709444,48.387,0.500242951812834,1.32279744476976
"2160","C_4452","alive",2005,286.926,213.975,27.547,115.247,0,42.495,115.814,2200.2,400.978,1388.85,441.164,87.7,187.003,206.961,-69.367,400.978,695.06,285.731,444.639,182.339,79.965,2.3955503493013,187.003,0.420572644324947,1.38637714351979
"2161","C_4455","alive",2005,141.807,41.578,5.034,4.745,0.435,-22.249,1.883,13.5842,56.205,212.562,18.94,-0.289,14.627,201.018,-129.223,56.205,227.919,51.46,231.542,43.672,-59.211,-0.889682800883053,14.627,0.0631721242798283,0.705444288571173
"2162","C_4456","alive",2005,15.999,8.485,0.312,-6.204,1.927,-5.863,2.638,23.382,18.071,16.426,0,-6.516,9.586,3.549,-30.187,18.071,3.549,24.275,20.925,20.637,12.45,2.08074953640801,9.586,0.458112305854241,4.50803043110735
"2163","C_4457","alive",2005,1.846,4.869,0.297,-0.476,0,-1.05,1.397,3.7664,5.146,10.934,0.007,-0.773,0.277,4.858,-30.078,5.146,10.437,5.622,4.234,2.39,-3.012,-3.72791737437613,0.277,0.0654227680680208,0.379991766158913
"2164","C_4462","alive",2005,71.733,79.75,3.143,13.372,31.043,14.504,20.438,151.5853,134.458,140.758,1.249,10.229,54.708,12.579,-90.591,134.458,16.692,121.086,131.069,126.581,59.154,6.24711697784295,54.708,0.417398469508427,5.70259957071309
"2165","C_4464","alive",2005,120.431,415.318,52.603,151.495,3.355,61.714,80.089,1775.8562,566.813,483.827,0,98.892,151.495,54.302,264.923,566.813,130.899,415.318,402.867,442.288,66.129,10.9165881147426,151.495,0.376042217406737,2.21780044933888
"2166","C_4466","alive",2005,3794.846,4112.473,510.438,1297.375,589.152,492.296,1659.411,8473.5724,5409.848,17153.84,4393.442,786.937,1297.375,4643.858,1597.596,5409.848,12544.702,4112.473,14982.317,4687.95,-849.012,0.943036939068622,1297.375,0.0865937491510826,0.817175288305542
"2167","C_4468","alive",2005,147.759,89.514,17.1,-6.238,0,-69.372,67.435,223.9432,269.567,244.242,0.338,-23.338,180.053,143.783,-398.18,269.567,172.117,275.805,351.734,332.996,3.976,-0.693810778432554,180.053,0.511901038853224,1.0276527823178
"2168","C_4469","alive",2005,130.096,586.887,39.769,56.167,4.661,5.186,89.46,195.4264,643.054,371.261,33,16.398,56.167,114.627,119.595,643.054,181.537,586.887,360.026,603.622,15.469,3.02472630449671,56.167,0.156008177187203,1.13495075331292
"2169","C_4473","alive",2005,8.776,11.72,0.619,3.207,6.145,2.27,1.829,44.7949,19.223,11.698,1.219,2.588,7.503,4.889,-30.124,19.223,6.108,16.016,7.225,14.613,3.887,3.56716810020083,7.503,1.03847750865052,1.79505011249744
"2170","C_4478","alive",2005,3.099,0.167,0.188,-6.943,2.019,-7.313,0.28,43.9782,0.375,5.608,0,-7.131,0.208,0.835,-83.976,0.375,0.835,7.318,5.683,0.733,2.264,6.99216813021603,0.208,0.0366003871194792,3.71137724550898
"2171","C_4479","failed",2005,18.601,28.713,1.29,-3.542,8.212,-5.924,8.636,14.893,45.345,33.548,0.068,-4.832,16.632,14.64,-16.994,45.345,15.09,48.887,38.041,47.773,3.961,0.901008061562662,16.632,0.437212481270208,1.27056010928962
"2172","C_4480","failed",2005,132.373,122.57,38.793,32.362,0,-235.67,19.165,65.8998,254.176,1146.256,1122.213,-6.431,131.606,626.481,-2200.555,254.176,1960.42,221.814,1224.305,276.63,-494.108,-2.98156255139353,131.606,0.107494456038324,0.211296112731272
"2173","C_4483","alive",2005,145.396,98.773,20.329,17.898,0,-91.347,40.768,54.2074,196.278,787.548,782.812,-2.431,97.505,65.404,-485.514,196.278,888.868,178.38,804.267,223.908,79.992,-0.46556710881998,97.505,0.121234614872922,2.22304446211241
"2174","C_4484","alive",2005,3.912,25.109,0.689,-1.47,1.688,-1.905,1.304,3.2192,32.306,4.524,0,-2.159,7.197,8.186,-15.421,32.306,8.186,33.776,7.669,38.21,-4.274,-0.1037674174903,7.197,0.938453514147867,0.477889078915221
"2175","C_4485","alive",2005,11.158,41.858,0.089,3.603,0,1.345,8.839,36.2598,54.942,27.585,0,3.514,13.084,6.263,-5.276,54.942,8.474,51.339,20.934,52.455,4.895,4.92465680241932,13.084,0.625011942294831,1.78157432540316
"2176","C_4491","alive",2005,34.864,88.487,0.317,1.517,23.317,-0.287,10.594,2.5913,106.451,36.184,0,1.2,17.964,31.365,-3.226,106.451,31.385,104.934,40.475,101.982,3.49900000000001,3.09213789048599,17.964,0.443829524397776,1.11155746851586
"2177","C_4495","alive",2005,5.497,0.302,0.07,-3.394,0.107,-4.026,0.111,63.5869,0.492,5.989,0,-3.464,0.19,0.858,-23.235,0.492,0.858,3.886,2.119,1.851,4.639,38.1378613822311,0.19,0.0896649362907032,6.40675990675991
"2178","C_4499","alive",2005,2.128,0.875,0.191,-0.4,0,-0.706,1.289,10.8552,4.67,3.295,0,-0.591,3.795,1.537,-29.636,4.67,1.537,5.07,2.358,4.542,0.591,-7.31373615708823,3.795,1.60941475826972,1.38451528952505
"2179","C_4501","alive",2005,8.746,48.105,1.673,7.118,0.158,3.053,0.697,54.846,55.223,31.44,0,5.445,7.118,6.489,10.273,55.223,7.082,48.105,28.223,54.899,2.257,7.51822155387309,7.118,0.252205647875846,1.34781938665434
"2180","C_4505","alive",2005,49.136,21.525,7.149,0.279,0.534,-3.979,18.776,104.6742,86.38,131.203,0,-6.87,64.855,29.003,46.66,86.38,33.424,86.101,138.346,78.036,20.133,3.04662447916748,64.855,0.468788400098304,1.69416956866531
"2181","C_4507","alive",2005,226.559,96.612,19.952,62.354,30.419,25.358,35.524,981.0587,250.356,319.54,0,42.402,153.744,61.379,184.132,250.356,61.854,188.002,334.267,257.551,165.18,12.1649690976807,153.744,0.459943697702735,3.69114843839098
"2182","C_4509","alive",2005,5.753,46.713,1.172,-0.028,0,-1.826,3.388,3.9057,56.083,17.136,0.282,-1.2,9.37,19.586,-31.738,56.083,19.868,56.111,18.928,59.911,-13.833,-0.401996845379316,9.37,0.495033812341505,0.293730215460022
"2183","C_4510","alive",2005,4496.9,683.8,166.4,924.1,397.2,413.9,710.3,21616.0105,3550.6,6279.4,9.2,757.7,2866.8,1317.6,3097,3550.6,1568.4,2626.5,5372.2,3765.6,3179.3,10.5309993428982,2866.8,0.533636126726481,3.41294778384942
"2184","C_4511","alive",2005,262.514,51.88,13.749,51.219,4.813,42.434,55.738,794.7921,310.115,657.784,0,37.47,258.235,125.069,394.099,310.115,150.924,258.896,624.827,307.507,137.445,4.90866567666875,258.235,0.413290398782383,2.09895337773549
"2185","C_4512","alive",2005,82.771,137.894,3.058,23.687,51.398,13.056,27.963,96.255,170.022,129.027,17.317,20.629,32.128,21.107,52.918,170.022,48.024,146.335,107.84,120.642,61.664,4.19560084724315,32.128,0.297922848664689,3.92149523854645
"2186","C_4513","alive",2005,4.122,8.174,0.882,1.117,0,1.037,2.377,5.0396,11.331,16.228,2.451,0.235,3.157,5.626,-13.452,11.331,8.077,10.214,15.278,9.928,-1.504,-0.15133576920733,3.157,0.206636994370991,0.732669747600427
"2187","C_4514","alive",2005,7.179,14.007,0.737,1.169,0,0.079,0,15.682,23.249,26.025,3.219,0.432,9.242,7.018,-32.371,23.249,10.645,22.08,24.043,18.938,0.160999999999999,0.0980635575956024,9.242,0.384394626294555,1.02294100883443
"2188","C_4517","alive",2005,268.911,415.51,79.087,71.488,86.634,-13.874,27.287,1052.7774,507.462,721.457,132.307,-7.599,91.952,69.087,-115.194,507.462,227.913,435.974,744.718,447.527,199.824,3.54898237486597,91.952,0.123472240499088,3.89235311997916
"2189","C_4519","alive",2005,29.741,7.937,8.958,17.027,1.155,10.855,8.527,241.2253,34.589,57.62,3,8.069,26.652,7.169,-12.363,34.589,10.169,17.562,41.395,26.368,22.572,15.4651031542974,26.652,0.643845875105689,4.14855628400056
"2190","C_4521","failed",2005,437.008,310.524,17.819,184.476,0,109.712,13.989,2700.795,688.003,592.491,0,166.657,377.479,251.139,383.663,688.003,283.897,503.527,493.389,617.834,185.869,9.08041803240694,377.479,0.765073805861096,1.74010408578516
"2191","C_4524","alive",2005,3.745,12.407,2,1.598,0.494,-1.174,0.925,18.9891,20.906,8.606,2.559,-0.402,8.499,3.628,-29.613,20.906,6.404,19.308,10.835,24.669,0.117,-0.746842456122371,8.499,0.784402399630826,1.03224917309813
"2192","C_4526","alive",2005,6.631,8.46,0.154,-1.094,2.709,-1.69,2.762,10.9772,13.57,9.395,1.905,-1.248,5.11,3.594,-46.206,13.57,5.557,14.664,12.247,16.665,3.037,-4.30624474805257,5.11,0.417245039601535,1.84501947690595
"2193","C_4528","alive",2005,5.345,5.591,0,-0.396,0,-0.021,0.137,22.6998,5.195,16.913,0,-0.396,-0.396,10.75,-0.433,5.195,10.75,5.591,10.85,4.743,-5.405,1.07752550571392,-0.396,-0.0364976958525346,0.497209302325581
"2194","C_4529","failed",2005,5.293,4.074,0.061,-0.908,1.741,-0.593,1.429,13.5085,7.65,5.894,0,-0.969,3.576,0.87,-5.398,7.65,0.939,8.558,5.773,7.574,4.423,9.00534842927935,3.576,0.619435302269184,6.08390804597701
"2195","C_4534","alive",2005,7.863,4.527,1.52,1.797,0,0.234,3.476,36.8866,16.705,14.558,0,0.277,12.178,2.999,-85.666,16.705,4.216,14.908,11.429,11.705,4.864,-1.37752742090592,12.178,1.06553504243591,2.62187395798599
"2196","C_4536","alive",2005,323.285,3766.092,64.341,212.884,125.348,57.81,61.597,833.9489,4429.239,1388.166,739.542,148.543,663.147,253.533,74.874,4429.239,1136.233,4216.355,1232.881,3493.085,69.752,4.12001979397089,663.147000000001,0.537884029358877,1.27512000410203
"2197","C_4538","alive",2005,8.204,16.187,0.415,3.436,2.811,1.879,3.58,18.1818,22.932,19.178,2.704,3.021,6.745,3.631,-3.362,22.932,6.335,19.496,17.511,17.639,4.573,3.47832160469322,6.745,0.38518645422877,2.25943266317819
"2198","C_4539","alive",2005,30.248,24.42,1.404,4.383,3.9,3.217,7.88,161.8875,53.658,35.976,1.036,2.979,29.238,9.566,15.095,53.658,10.602,49.275,31.53,43.948,20.682,12.2037455691079,29.238,0.927307326355852,3.16203219736567
"2199","C_4540","failed",2005,9.742,2.784,0.98,3.637,0,5.283,1.585,105.0299,13.041,22.363,0,2.657,10.257,2.688,-7.506,13.041,2.688,9.404,10.764,6.857,7.054,24.32802242803,10.257,0.952898550724638,3.62425595238095
"2200","C_4543","alive",2005,701.978,2851.035,18.204,120.865,156.751,54.695,480.458,936.103,3261.15,922.34,21.309,102.661,410.115,312.455,266.504,3261.15,356.316,3140.285,887.641,3082.725,389.523,6.3906491572893,410.115,0.462028004564909,2.246653118049
"2201","C_4546","alive",2005,4.827,15.247,1.054,2.049,0.084,0.681,2.3,14.8613,19.372,15.476,0.848,0.995,4.125,2.826,3.066,19.372,3.716,17.323,16.697,21.708,2.001,4.29599077261476,4.125,0.24705036832964,1.70806794055202
"2202","C_4549","alive",2005,468.326,288.064,16.351,28.575,48.434,-11.612,77.555,605.6486,463.746,624.08,0.002,12.224,175.682,300.095,-994.271,463.746,313.185,435.171,671.039,539.769,168.231,0.0610566411035651,175.682,0.261805945705093,1.5605924790483
"2203","C_4550","alive",2005,124.728,173.117,10.617,21.006,34.607,-21.575,17.092,21.9208,237.626,207.347,0,10.389,64.509,96.711,-86.366,237.626,252.307,216.62,212.882,229.493,28.017,0.942509251600052,64.509,0.303027029058351,1.28969817290691
"2204","C_4551","alive",2005,135.26,86.161,7.243,17.957,72.294,10.05,42.169,228.4274,190.373,178.68,3.111,10.714,104.212,51.64,70.568,190.373,58.259,172.416,181.3,139.627,83.62,4.73035410249898,104.212,0.574804191947049,2.61928737412858
"2205","C_4553","alive",2005,215.782,162.129,3.564,-23.339,60.468,-37.892,27.508,312.48,181.438,283.116,0,-26.903,19.309,51.829,-117.626,181.438,53.622,204.777,300.864,181.012,163.953,3.93702019229337,19.309,0.0641784992554775,4.16334484554979
"2206","C_4555","alive",2005,11.774,18.103,0.916,0.732,5.109,-0.573,3.292,22.3848,25.886,16.714,0.079,-0.184,7.783,3.264,1.359,25.886,3.343,25.154,16.267,24.381,8.51,6.25486313192997,7.783,0.478453310382984,3.60723039215686
"2207","C_4558","alive",2005,18.412,20.581,0.018,0.287,8.676,-0.192,9.336,0.1789,25.534,18.54,0,0.269,4.953,17.07,-14.621,25.534,17.07,25.247,17.466,28.554,1.342,0.414200846315287,4.953,0.283579525936104,1.07861745752783
"2208","C_4563","alive",2005,4645.097,30899.423,147.37,1628.27,449.199,932.371,2074.586,23094.8183,32991.251,12850.848,386.6,1480.9,2091.828,3711.866,540.85,32991.251,4670.282,31362.981,12309.734,25801.121,933.231,6.06062777093597,2091.828,0.16993283526679,1.25141828934557
"2209","C_4566","alive",2005,140.372,50.517,4.534,196.034,9.177,102.819,59.108,1477.5743,390.507,573.546,25.8,191.5,339.99,150.135,166.288,390.507,212.946,194.473,714.814,513.468,-9.76299999999998,6.33140549533368,339.99,0.4756342209302,0.934971858660539
"2210","C_4567","alive",2005,201.288,245.639,37.543,225.148,34.556,108.135,39.138,1521.701,544.068,1514.426,425.388,187.605,298.429,160.663,519.705,544.068,788.278,318.92,1398.343,446.519,40.6250000000001,2.43893119647271,298.429,0.21341616470351,1.25285846772437
"2211","C_4569","alive",2005,244.612,79.607,5.18,70.886,0,43.246,72.539,1041.1723,313.237,363.38,0.154,65.706,233.63,124.018,11.168,313.237,146.262,242.351,325.458,292.784,120.594,6.17110583725977,233.63,0.717849922263395,1.97239110451709
"2212","C_4570","alive",2005,104.687,140.393,7.225,29.233,12.949,15.038,26.267,203.8438,190.314,138.09,0,22.008,49.921,30.068,133.221,190.314,46.339,161.081,137.19,195.646,74.619,6.54257899729279,49.921,0.363882207157956,3.481674870294
"2213","C_4573","alive",2005,943.676,2080.844,140.717,423.956,576.545,173.918,0,2642.4896,3393.924,1798.4,250.611,283.239,1313.08,295.456,1159.772,3393.924,626.125,2969.968,1792.672,3126.009,648.22,6.27453487874095,1313.08,0.732470859142108,3.19396458355897
"2214","C_4578","alive",2005,362.306,120.756,28.553,106.965,62.827,61.517,95.733,2540.7958,571.841,608.336,0,78.412,451.085,87.62,428.174,571.841,104.486,464.876,582.415,514.088,274.686,17.4828471848067,451.085,0.774507868100925,4.13496918511755
"2215","C_4579","alive",2005,53.353,157.337,2.484,22.453,0,5.15,31.037,372.475,207.392,188.543,0,19.969,50.055,33.863,59.15,207.392,41.557,184.939,144.455,180.323,19.49,7.39053256300187,50.0549999999999,0.346509293551625,1.57555443994921
"2216","C_4584","alive",2005,0.78,0.412,0.032,-0.764,0,-1.718,0.076,4.5677,0.482,4.054,0.004,-0.796,0.07,0.442,-19.519,0.482,0.446,1.246,5.661,0.479,0.338,-1.02477170308459,0.07,0.0123653064829535,1.76470588235294
"2217","C_4585","alive",2005,15.685,77.811,12.384,5.518,0.468,0.989,5.272,175.0314,101.07,253.057,107.544,-6.866,23.259,29.967,-25.339,101.07,150.574,95.552,230.227,102.982,-14.282,0.799406819348166,23.259,0.101026378313577,0.523409083324991
"2218","C_4586","failed",2005,30.797,123.99,14.065,37.231,2.485,-3.999,3.544,200.335,202.227,211.769,214.607,23.166,78.237,25.305,-38.54,202.227,243.038,164.996,217.536,201.35,5.492,1.5868482753414,78.237,0.359650816416593,1.2170322070737
"2219","C_4588","alive",2005,82.892,29.777,3.124,13.992,0,5.397,21.586,173.026,101.62,96.235,0,10.868,71.843,34.683,-17.741,101.62,34.683,87.628,90.164,94.391,48.209,4.76495229887579,71.843,0.796803602324653,2.38998933194937
"2220","C_4590","alive",2005,7987.692,52637.231,81.199,706.033,4003.69,264.645,2640.646,8106.9148,54577.321,11381.174,951.479,624.834,1940.09,6052.096,1579.279,54577.321,7100.817,53871.288,11654.003,53178.954,1935.596,6.0599395295831,1940.09,0.166474129103966,1.31982242185187
"2221","C_4591","alive",2005,185.645,874.865,3.8,3.812,64.448,-3.713,102.981,66.3409,997.232,205.242,2.25,0.012,122.367,150.024,-29.562,997.232,152.274,993.42,231.919,1157.253,35.621,5.12702281058141,122.367,0.527628180528546,1.23743534367834
"2222","C_4592","failed",2005,446.417,499.099,16.525,71.622,331.757,-55.736,82.237,82.0538,990.134,521.482,200,55.097,491.035,194.061,52.66,990.134,405.197,918.512,560.908,923.606,252.356,3.09093401087261,491.035,0.875428769067298,2.30039523654933
"2223","C_4598","alive",2005,20.019,134.267,3.526,4.458,4.43,-5.659,14.916,2.1795,145.515,68.445,0.4,0.932,11.248,60.814,-118.558,145.515,95.34,141.057,70.622,117.698,-40.795,-0.955596413054337,11.248,0.159270482285973,0.329184069457691
"2224","C_4600","alive",2005,20.346,5.856,0.236,-0.053,16.681,-0.205,1.552,9.7788,8.4,24.852,0,-0.289,2.544,1.605,12.825,8.4,1.605,8.453,26.005,9.352,18.741,5.5826541740186,2.544,0.0978273408959816,12.6766355140187
"2225","C_4601","alive",2005,119.207,74.768,11.161,-17.686,16.009,-31.233,18.755,209.358,108.281,168.273,39.763,-28.847,33.513,67.2,-289.512,108.281,110.138,125.967,185.895,91.35,52.007,-0.819522204293355,33.513,0.180279189865247,1.77391369047619
"2226","C_4603","alive",2005,31.509,60.388,0.211,1.673,9.807,1.387,13.048,32.205,78.458,32.116,0,1.462,18.07,16.175,3.995,78.458,16.175,76.785,32.071,65.34,15.334,4.53490031787783,18.07,0.563437373327928,1.94800618238022
"2227","C_4605","alive",2005,209.153,481.604,15.163,52.754,0,18.673,105.227,444.4084,559.269,454.578,32.2,37.591,77.665,153.428,-94.74,559.269,199.917,506.515,413.773,520.057,55.725,2.69229870813676,77.665,0.187699535735778,1.36319967672133
"2228","C_4608","alive",2005,21.873,24.265,1.455,7.15,6.732,-0.948,11.117,35.8685,43.253,61.441,26.531,5.695,18.988,21.58,1.276,43.253,48.576,36.103,64.756,44.999,0.293000000000003,1.4876923662723,18.988,0.293223793934153,1.01357738646895
"2229","C_4610","alive",2005,15.25,1.304,0.121,4.215,0.312,2.841,3.514,49.3847,11.002,16.791,0,4.094,9.698,1.017,8.044,11.002,1.069,6.787,13.063,10.83,14.233,30.8659820500525,9.698,0.742402204700298,14.9950835791544
"2230","C_4614","alive",2005,201.148,154.618,11.279,3.117,38.552,-5.731,43.433,357.1346,257.378,226.297,0.532,-8.162,102.76,83.795,-1935.182,257.378,113.315,254.261,242.356,248.306,117.353,-8.44048303405082,102.76,0.424004357226559,2.4004773554508
"2231","C_4615","alive",2005,377.607,4427.508,221.456,756.079,198.723,338.194,37.111,5205.1992,5720.64,3010.17,494.653,534.623,1293.132,1026.078,1678.804,5720.64,1780.407,4964.561,2937.771,5278.11,-648.471,4.76297930704468,1293.132,0.440174540493456,0.368010034324876
"2232","C_4616","failed",2005,16.864,4.48,0.044,3.41,0,3.803,4.533,35.1571,13.175,17.111,0,3.366,8.695,9.179,-53.289,13.175,9.179,9.765,12.006,10.391,7.685,-0.103851949832585,8.695,0.724221222721972,1.83723717180521
"2233","C_4618","alive",2005,456.058,245.46,19.927,21.315,84.879,-78.158,98.33,647.946,427.229,656.031,225,1.388,181.769,131.562,-39.682,427.229,363.588,405.914,841.794,465.705,324.496,2.23634704372481,181.769,0.215930500811362,3.46648728356212
"2234","C_4619","alive",2005,360.21,123.223,28.292,136.565,89.107,64.785,103.951,2309.716,425.505,774.146,58.934,108.273,302.282,218.551,335.325,425.505,300.081,288.94,544.159,339.338,141.659,6.4553730364854,302.282,0.555503079063288,1.6481736528316
"2235","C_4625","alive",2005,5160,5720,639,1536,719,-33,1106,22081.1088,7960,41952,6371,897,2240,5286,-9857,7960,22542,6424,50181,7682,-126,0.515485613847287,2240,0.0446384089595664,0.976163450624291
"2236","C_4658","alive",2005,11.221,1.42,0.52,-3.106,0.295,-4.859,0.812,8.2683,3.366,18.89,0.232,-3.626,1.946,0.765,-54.334,3.366,0.997,6.472,24.177,1.774,10.456,1.1580040704432,1.946,0.0804897216362659,14.6679738562091
"2237","C_4660","alive",2005,223.008,275.023,67.147,237.702,0,185.932,127.913,786.3332,692.067,2283.305,1412.801,170.555,417.044,224.688,-344.391,692.067,2032.617,454.365,2465.663,708.279,-1.67999999999998,0.569666927929574,417.044,0.169140713876957,0.992522965178381
"2238","C_4661","alive",2005,12.296,12.01,0.638,0.384,2.195,-0.167,2.952,34.1531,25.034,23.635,0.009,-0.254,13.024,6.812,-33.889,25.034,6.821,24.65,24.4,26.13,5.484,2.29900574970582,13.024,0.533770491803279,1.80504991192014
"2239","C_4662","alive",2005,344.482,562.015,73.187,149.892,10.716,251.856,45.74,547.1133,992.221,2329.763,1407.952,76.705,430.206,202.165,-26.528,992.221,1772.897,842.329,1983.755,1140.606,142.317,0.777059931436261,430.206,0.216864481753039,1.70396458338486
"2240","C_4663","alive",2005,263.102,643.524,37.408,62.507,0,2.774,220.581,231.2138,1037.179,418.445,114.463,25.099,393.655,172.585,-50.468,1037.179,295.512,974.672,397.531,956.443,90.517,3.23676982216445,393.655,0.990249816995404,1.524477793551
"2241","C_4666","failed",2005,80.822,4.716,4.2,-7.738,2.375,-23.754,3.784,198.2714,32.9,86.826,49.102,-11.938,28.184,7.437,-311.596,32.9,83.617,40.638,154.708,33.687,73.385,-2.66209983013964,28.184,0.182175453111668,10.8675541212855
"2242","C_4667","alive",2005,58.865,97.732,5.332,9.321,46.333,2.49,10.449,18.09,117.222,71.637,25.173,3.989,19.49,39.7,-13.507,117.222,65.137,107.901,55.024,115.516,19.165,2.04379045915341,19.49,0.354209072404769,1.48274559193955
"2243","C_4669","alive",2005,177.84,109.998,15.543,67.713,59.418,2.699,66.172,673.2327,274.945,623.619,130.381,52.17,164.947,60.215,102.931,274.945,217.242,207.232,639.807,195.923,117.625,3.03376921522306,164.947,0.25780743255388,2.95341692269368
"2244","C_4673","alive",2005,180.9,59.5,5.2,40.5,68.1,24,34.1,315.6125,121.4,1462.1,715.6,35.3,61.9,103.5,334.5,121.4,1100.7,80.9,376.5,93.4,77.4,0.718564916660809,61.9,0.164409030544489,1.74782608695652
"2245","C_4675","alive",2005,196.374,222.913,51.6,78.748,15.244,-14.493,107.45,834.7881,545.913,917.114,11.317,27.148,323,833.374,-387.927,545.913,969.804,467.165,752.929,462.814,-637,-0.216261278161204,323,0.428991312593883,0.235637300899716
"2246","C_4676","alive",2005,1728.056,1810.657,64.018,330.723,705.809,171.13,574.099,4787.0406,2517.847,3098.562,444.435,266.705,707.19,921.861,480.606,2517.847,1503.799,2187.124,2356.43,2092.845,806.195,3.53597699212383,707.19,0.300110760769469,1.8745298911658
"2247","C_4679","alive",2005,2397.045,4636.029,797.892,1965.14,221.329,1514.54,478.414,12065.3107,8425.501,7410.21,5898.831,1167.248,3789.472,2150.071,-1382.907,8425.501,8276.834,6460.361,6029.277,7151.216,246.974,2.31018115156893,3789.472,0.628511843128123,1.11486783459709
"2248","C_4685","alive",2005,5.571,8.198,2.7,-2.715,0.791,-15.663,2.873,7.326,16.372,21.706,2.423,-5.415,8.174,7.428,-16.572,16.372,12.263,19.087,35.756,23.207,-1.857,-0.882074650437249,8.174,0.228604989372413,0.75
"2249","C_4686","alive",2005,12.654,47.366,0.337,1.81,2.76,-77.953,8.558,138.895,57.935,55.241,2.07,1.473,10.569,18.353,-69.103,57.935,27.337,56.125,11.775,36.467,-5.699,2.31015736002687,10.569,0.897579617834395,0.689478559363592
"2250","C_4689","alive",2005,431.132,1798.237,9.994,48.954,189.502,11.441,143.001,216.9086,2115.518,504.544,8.028,38.96,317.281,261.328,99.82,2115.518,271.702,2066.564,483.196,1928.147,169.804,5.60758862263031,317.281,0.656630021771703,1.64977346476459
"2251","C_4693","alive",2005,4.552,1.135,1.05,0.521,0.435,-0.498,1.004,29.9689,11.817,9.042,0.009,-0.529,10.682,2.748,-56.333,11.817,2.877,11.296,8.653,11.24,1.804,-1.11892470060353,10.682,1.23448514965908,1.65647743813683
"2252","C_4694","alive",2005,163.704,224.624,16.037,61.591,0,21.447,80.167,626.7197,437.24,363.007,1.648,45.554,212.616,81.457,147.624,437.24,101.592,375.649,321.78,399.197,82.247,6.1612294523468,212.616,0.660749580458699,2.00969836846434
"2253","C_4698","alive",2005,482.926,750.647,24.8,130.119,110.873,55.776,206.891,1291.2807,1034.024,836.357,150,105.319,283.377,241.479,309.819,1034.024,457.15,903.905,713.396,822.018,241.447,4.21171861570824,283.377,0.397222580446204,1.99986748330083
"2254","C_4699","failed",2005,436.278,685.556,55.305,312.298,119.956,249.353,125.183,4911.0319,1107.379,1148.103,34.821,256.993,421.823,224.909,521.85,1107.379,392.12,795.081,1009.942,1027.958,211.369,10.0750598915124,421.823,0.41767051969321,1.93979787380674
"2255","C_4701","alive",2005,44.787,21.839,4.981,-2.265,0,-6.275,4.421,191.2818,19.574,68.893,0,-7.246,-2.265,5.838,-82.284,19.574,6.647,21.839,33.058,4.284,38.949,16.2096357979932,-2.265,-0.0685159416782624,7.67163412127441
"2256","C_4702","alive",2005,3.331,80.634,0.332,-29.88,0.068,-31.953,0.418,361.3466,81.144,20.319,0,-30.212,0.51,5.199,-71.614,81.144,9.907,111.024,6.196,28.996,-1.868,15.9265072931598,0.509999999999977,0.0823111684958,0.640700134641277
"2257","C_4705","alive",2005,40.865,122.449,0.236,3.303,1.956,2.653,21.185,47.6604,137.655,44.268,0,3.067,15.206,26.27,-9.383,137.655,26.27,134.352,32.914,103.582,14.595,4.52565926812048,15.206,0.461991857568208,1.55557670346403
"2258","C_4711","alive",2005,98.551,171.504,0.727,5.554,31.629,0.993,62.864,32.3872,214.648,151.242,6.205,4.827,43.144,109.555,-89.622,214.648,115.807,209.094,131.811,155.453,-11.004,0.775444546184171,43.1439999999999,0.327317143485748,0.899557299986308
"2259","C_4712","alive",2005,10.716,93.157,0.596,6.907,0,15.891,3.63,121.5102,112.231,34.138,0.038,6.311,19.074,3.801,-32.205,112.231,3.839,105.324,21.908,101.824,6.915,21.8108891087308,19.074,0.870640861785649,2.81925808997632
"2260","C_4714","alive",2005,15.231,7.758,1.639,3.309,0,1.828,5.037,50.2043,22.765,21.612,0,1.67,15.007,9.743,-15.075,22.765,9.743,19.456,13.754,19.317,5.488,3.72824108156334,15.007,1.09110077068489,1.56327619829621
"2261","C_4715","alive",2005,8.593,18.151,0.883,-3.844,0,-4.795,6.896,11.16,21.95,11.982,0.869,-4.727,3.799,9.518,-30.108,21.95,11.085,25.794,14.228,29.514,-0.925000000000001,-2.47641951199239,3.799,0.267008715209446,0.902815717587728
"2262","C_4723","failed",2005,119.2,9.906,1.232,0.598,0,3.142,18.368,162.9825,26.182,134.783,0,-0.634,16.276,25.552,16.02,26.182,25.557,25.584,129.661,18.736,93.648,5.0052273136146,16.276,0.12552733667024,4.66499686912962
"2263","C_4724","alive",2005,60.798,587.872,2.607,3.86,24.641,-12.743,28.65,11.2778,648.223,95.309,58.209,1.253,60.351,30.226,-6.452,648.223,91.242,644.363,111.73,632.205,30.572,7.20897078391068,60.3510000000002,0.540150362480983,2.01144709852445
"2264","C_4726","alive",2005,51.468,41.854,0.788,-41.72,0,-58.904,0.003,407.627,0.134,56.008,3.323,-42.508,-41.72,17.608,-201.967,0.134,21.17,41.854,37.637,1.209,33.86,4.7277903342238,-41.72,-1.10848367298137,2.92298955020445
